age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_open_accounts,delinq_2yrs,revol_util,pub_records,purpose_score,home_ownership_score,default
38,48249.0,3501.0,36,708,2,1,4,67.0,1,6.0,1,0
43,38011.0,22702.0,36,610,17,2,2,23.0,1,8.0,2,0
55,30712.0,12370.0,36,740,2,2,1,88.0,0,6.0,1,1
29,49922.0,10294.0,72,850,1,4,4,150.0,0,6.0,2,0
37,44426.0,22634.0,60,513,3,11,2,122.0,2,7.0,1,0
32,25013.0,7475.0,36,732,14,2,2,150.0,1,7.0,2,0
39,21964.0,25800.0,36,483,1,2,3,119.0,1,5.0,2,1
34,20765.0,13502.0,36,449,3,1,1,70.0,0,6.0,1,0
45,48031.0,26062.0,60,601,6,12,6,23.0,1,4.0,2,0
65,42753.0,32117.0,36,610,4,1,2,137.0,2,6.0,2,0
35,31199.0,7773.0,36,825,4,5,3,142.0,1,7.0,2,1
59,36455.0,27316.0,36,588,1,3,2,78.0,1,7.0,1,0
58,16194.0,30781.0,36,434,5,2,3,150.0,1,9.0,2,0
49,36720.0,18131.0,60,430,4,8,0,18.0,1,6.0,1,0
34,21946.0,12952.0,36,642,10,8,0,150.0,0,7.0,2,0
55,42965.0,24013.0,60,710,13,12,6,119.0,0,5.0,2,0
51,25972.0,24419.0,36,613,5,0,0,8.0,0,7.0,1,0
34,32493.0,3709.0,72,610,7,7,5,4.0,0,5.0,2,0
35,59561.0,35534.0,36,850,11,12,0,14.0,1,6.0,2,1
32,126270.0,48774.0,60,431,4,19,3,150.0,4,4.0,2,0
49,59288.0,35767.0,60,543,10,14,4,150.0,2,4.0,2,0
51,29411.0,2891.0,36,665,6,5,2,144.0,0,7.0,1,1
35,24282.0,1347.0,60,707,2,0,0,150.0,1,7.0,1,0
48,49514.0,12153.0,60,494,10,10,1,150.0,1,5.0,1,0
34,41735.0,16392.0,36,618,12,4,3,74.0,1,7.0,1,0
54,44939.0,10233.0,60,652,9,9,6,150.0,0,4.0,2,0
18,77881.0,2617.0,60,719,1,4,9,150.0,2,6.0,2,0
35,23977.0,10827.0,60,504,2,1,0,15.0,1,6.0,1,0
31,49805.0,21154.0,36,507,2,3,2,57.0,1,4.0,1,0
37,72517.0,6947.0,36,681,0,3,5,25.0,2,6.0,1,0
25,13812.0,10848.0,36,646,2,2,6,150.0,0,4.0,2,1
62,86272.0,14716.0,36,466,2,14,2,14.0,2,6.0,1,0
29,55696.0,23017.0,36,566,1,10,2,150.0,2,6.0,1,0
46,24123.0,2024.0,36,723,10,1,4,150.0,1,4.0,1,0
50,34884.0,12134.0,36,746,11,6,1,150.0,0,6.0,2,0
42,53366.0,21459.0,36,836,9,8,6,64.0,0,7.0,2,0
23,54291.0,12054.0,72,545,12,11,3,150.0,0,5.0,1,0
35,24630.0,7632.0,60,704,17,4,5,150.0,2,5.0,1,0
18,27098.0,10277.0,36,621,5,1,0,70.0,0,8.0,1,0
45,22767.0,1396.0,36,616,9,5,4,28.0,1,6.0,2,0
57,107948.0,41050.0,36,430,2,19,5,3.0,4,5.0,1,0
29,67427.0,4674.0,60,551,6,8,5,150.0,2,3.0,1,0
37,42715.0,33946.0,36,587,8,10,0,150.0,0,7.0,1,0
24,36903.0,17667.0,36,810,3,2,1,150.0,1,6.0,1,0
48,37582.0,2906.0,36,673,16,5,3,68.0,1,8.0,2,0
43,67634.0,1821.0,36,763,40,19,7,141.0,2,8.0,1,0
21,17744.0,7689.0,60,645,15,14,4,150.0,0,5.0,2,1
40,30799.0,5846.0,36,472,2,0,0,100.0,1,4.0,2,0
38,67822.0,12265.0,60,589,3,12,4,54.0,1,6.0,1,0
50,42154.0,2651.0,36,680,9,2,4,150.0,1,7.0,1,0
52,33049.0,25039.0,60,478,4,6,0,150.0,2,8.0,1,0
48,45356.0,22123.0,36,799,2,3,4,150.0,1,7.0,2,0
32,41384.0,10020.0,60,555,15,12,4,150.0,0,6.0,1,0
35,14589.0,16390.0,36,458,3,3,2,57.0,1,6.0,2,0
31,35876.0,4681.0,36,727,18,9,4,150.0,0,8.0,2,0
39,38393.0,595.0,36,420,6,2,1,21.0,1,6.0,2,0
30,67128.0,3228.0,36,592,27,9,6,150.0,2,9.0,1,0
58,78763.0,32721.0,60,559,10,20,8,60.0,2,6.0,2,0
46,80220.0,32703.0,60,478,5,12,1,150.0,2,5.0,1,0
48,35052.0,30822.0,36,443,7,6,3,150.0,0,7.0,1,0
40,32281.0,9827.0,60,490,5,3,1,150.0,0,6.0,2,0
41,17013.0,6619.0,60,477,5,9,3,150.0,1,6.0,1,0
44,69016.0,10100.0,60,313,5,3,3,150.0,2,5.0,1,0
37,38027.0,10277.0,36,626,10,10,4,47.0,1,6.0,1,0
54,32981.0,8402.0,36,490,6,2,3,43.0,1,5.0,1,0
34,42187.0,15925.0,60,552,3,11,5,8.0,1,6.0,2,0
31,49044.0,48483.0,36,493,1,13,2,17.0,1,7.0,1,0
40,18754.0,11982.0,60,596,5,3,3,98.0,0,5.0,2,1
45,18762.0,7006.0,36,518,5,5,1,150.0,1,5.0,2,0
37,33481.0,4249.0,60,300,5,3,5,150.0,0,6.0,2,0
41,51919.0,5711.0,36,307,11,3,1,106.0,2,6.0,1,0
45,48250.0,7680.0,60,453,0,5,3,102.0,1,5.0,1,0
48,61109.0,26174.0,60,495,0,13,5,89.0,2,5.0,1,0
55,43352.0,10031.0,60,660,1,4,2,150.0,1,6.0,1,0
46,32566.0,23540.0,36,488,3,4,3,58.0,1,6.0,2,0
45,46484.0,6996.0,36,425,3,3,3,52.0,1,6.0,1,0
38,65390.0,6952.0,36,599,1,14,8,150.0,2,5.0,1,0
32,48295.0,13783.0,60,531,4,9,1,150.0,2,7.0,3,0
53,48826.0,13071.0,60,551,21,6,5,27.0,2,8.0,1,0
27,13324.0,6924.0,60,489,3,5,3,8.0,1,6.0,1,0
37,26754.0,9062.0,36,644,2,5,3,42.0,1,8.0,1,0
37,54855.0,11235.0,60,821,1,1,4,150.0,0,5.0,1,0
51,47045.0,15643.0,60,720,5,0,4,150.0,1,6.0,1,0
30,41514.0,500.0,60,454,4,2,2,150.0,1,5.0,1,0
19,38495.0,500.0,36,850,6,2,2,148.0,1,5.0,2,0
62,42447.0,13671.0,60,837,4,7,1,71.0,1,8.0,2,1
57,46021.0,25953.0,72,492,3,8,3,150.0,3,7.0,1,0
35,39793.0,4469.0,60,520,4,1,4,150.0,1,6.0,1,0
34,53543.0,28322.0,60,523,16,0,5,81.0,3,8.0,2,0
49,41083.0,7866.0,36,720,18,7,2,150.0,0,8.0,1,0
47,33858.0,34338.0,72,592,5,10,4,150.0,1,5.0,2,1
49,35634.0,2862.0,60,728,11,6,4,44.0,0,8.0,1,0
33,82571.0,17292.0,36,833,3,4,8,28.0,1,5.0,1,0
54,31432.0,11290.0,60,582,2,2,4,150.0,0,5.0,2,0
46,58836.0,14917.0,60,850,5,5,3,45.0,1,5.0,2,0
32,27225.0,2185.0,60,491,6,1,1,150.0,0,6.0,1,0
29,43195.0,1293.0,36,615,9,5,1,96.0,0,5.0,1,0
51,45209.0,4735.0,60,494,4,5,6,150.0,1,5.0,2,1
31,20151.0,6993.0,36,544,2,2,1,71.0,2,6.0,1,0
41,45853.0,17349.0,60,812,5,6,1,2.0,0,7.0,2,1
47,47568.0,25822.0,60,549,5,3,4,150.0,2,6.0,2,0
44,28518.0,30751.0,36,537,1,10,2,150.0,1,8.0,1,0
29,28425.0,1028.0,36,557,8,1,1,150.0,1,5.0,1,0
35,64564.0,6852.0,36,472,9,7,2,150.0,3,7.0,1,0
66,37207.0,16016.0,36,421,2,3,1,150.0,0,5.0,1,0
31,41028.0,27195.0,72,664,19,4,0,150.0,1,7.0,2,0
41,40230.0,4359.0,60,511,2,4,2,146.0,0,5.0,2,0
45,46130.0,16729.0,36,598,15,7,3,150.0,0,4.0,1,0
60,63870.0,17956.0,36,651,4,3,1,131.0,1,5.0,1,1
37,44109.0,15413.0,36,655,7,2,2,150.0,1,6.0,2,0
35,44831.0,8670.0,36,715,13,5,4,134.0,1,7.0,1,0
59,24003.0,7223.0,60,515,0,2,2,127.0,1,6.0,2,0
26,35023.0,8191.0,36,769,8,4,2,121.0,0,6.0,2,0
44,34123.0,21818.0,36,618,1,3,7,45.0,0,4.0,0,0
23,45553.0,571.0,36,495,10,1,2,150.0,0,4.0,1,0
41,47395.0,14364.0,36,726,16,6,4,80.0,0,7.0,2,0
33,28132.0,34768.0,36,444,12,7,2,150.0,2,9.0,1,0
30,44533.0,4228.0,36,675,8,1,1,62.0,1,8.0,1,0
51,47156.0,11007.0,36,817,3,1,1,118.0,1,5.0,1,1
50,58186.0,6823.0,60,518,5,6,4,28.0,1,5.0,1,0
30,81014.0,3395.0,36,510,4,9,4,150.0,2,3.0,1,0
41,69353.0,9076.0,60,777,0,1,5,150.0,1,5.0,1,0
50,34755.0,23430.0,36,651,1,8,5,135.0,2,7.0,1,1
51,68029.0,12921.0,36,608,11,3,6,150.0,2,7.0,1,0
50,20741.0,35066.0,36,568,5,9,4,150.0,0,8.0,1,0
30,43953.0,17587.0,36,719,5,0,2,113.0,1,6.0,2,0
55,14593.0,3074.0,60,639,13,8,6,150.0,1,6.0,1,1
30,31496.0,18871.0,60,669,7,1,2,72.0,0,8.0,1,0
50,25615.0,10937.0,60,443,5,4,2,78.0,0,4.0,2,0
50,170815.0,22330.0,36,382,4,19,4,80.0,5,4.0,1,0
35,70853.0,23316.0,36,416,3,13,2,137.0,2,6.0,2,0
33,27479.0,40605.0,60,399,15,5,2,150.0,2,9.0,2,0
38,54528.0,11857.0,36,402,0,12,4,33.0,1,6.0,1,0
50,31018.0,2812.0,36,713,4,3,0,146.0,1,7.0,1,0
38,34167.0,8550.0,36,744,18,6,3,150.0,1,5.0,1,0
45,42945.0,26982.0,36,443,5,10,0,107.0,0,7.0,2,0
42,85630.0,33930.0,36,546,13,18,7,150.0,3,3.0,2,0
28,25212.0,20972.0,36,798,10,9,0,84.0,1,5.0,1,1
25,124050.0,44524.0,36,455,1,20,4,150.0,4,7.0,2,0
38,32217.0,2320.0,36,425,4,2,2,85.0,0,6.0,2,0
34,33243.0,16745.0,36,662,17,6,1,69.0,0,7.0,2,0
18,18597.0,5037.0,60,845,6,3,1,136.0,2,6.0,2,0
41,58704.0,1996.0,60,825,7,5,5,106.0,1,6.0,1,0
41,55192.0,5054.0,60,702,4,1,2,94.0,1,6.0,2,0
52,36959.0,14482.0,72,409,2,4,3,150.0,0,5.0,1,0
47,31317.0,29467.0,36,575,9,1,2,113.0,1,7.0,2,0
42,55101.0,16598.0,36,850,7,11,7,115.0,1,5.0,2,0
28,56560.0,8721.0,36,548,10,12,3,4.0,1,4.0,2,0
52,15169.0,11590.0,36,443,12,8,0,150.0,1,6.0,1,0
39,34425.0,1700.0,60,498,2,5,3,150.0,0,6.0,2,0
51,51886.0,10466.0,36,501,6,8,1,132.0,1,5.0,2,0
37,18219.0,35483.0,36,586,14,3,2,63.0,0,8.0,1,0
47,82007.0,4615.0,36,739,7,3,6,150.0,1,6.0,1,0
49,54383.0,23059.0,60,514,3,12,5,150.0,2,5.0,2,0
43,21984.0,28803.0,60,396,5,8,1,116.0,1,5.0,2,0
59,60959.0,9222.0,36,572,11,14,4,108.0,1,6.0,1,0
43,44996.0,6069.0,60,708,3,1,3,84.0,0,7.0,1,0
48,46854.0,9416.0,60,584,10,6,1,150.0,1,8.0,1,0
47,58897.0,25401.0,36,599,6,8,2,90.0,1,5.0,1,1
42,18605.0,20436.0,60,635,6,6,6,41.0,1,7.0,2,0
45,30244.0,17999.0,36,610,5,1,1,150.0,0,7.0,0,0
45,59291.0,27594.0,72,363,15,9,1,150.0,3,7.0,1,0
38,17422.0,48904.0,60,401,2,14,9,150.0,1,9.0,1,0
34,126983.0,7695.0,36,491,3,17,5,59.0,3,5.0,1,0
52,23198.0,16464.0,36,624,20,1,3,150.0,2,6.0,1,0
34,39863.0,12616.0,36,440,3,4,1,25.0,1,6.0,2,0
30,57834.0,3312.0,72,569,15,12,3,150.0,1,4.0,2,0
19,34424.0,30819.0,60,573,13,15,2,150.0,1,6.0,2,0
42,35572.0,24099.0,60,555,5,5,1,147.0,1,7.0,1,0
51,48767.0,21516.0,36,586,3,1,5,14.0,2,7.0,1,0
47,32393.0,516.0,72,650,1,1,4,150.0,0,7.0,1,0
36,87956.0,35757.0,60,572,4,18,7,33.0,3,5.0,1,0
42,81254.0,6975.0,36,659,1,6,6,150.0,3,6.0,1,0
49,41907.0,5540.0,60,718,3,6,1,150.0,0,7.0,1,0
38,20902.0,13740.0,36,481,1,1,0,54.0,1,6.0,2,0
32,26921.0,39794.0,60,696,5,9,4,121.0,0,6.0,2,0
59,46992.0,29664.0,60,642,3,3,2,20.0,2,6.0,1,0
42,50028.0,5719.0,36,600,7,8,5,112.0,1,4.0,2,0
26,45441.0,44338.0,60,512,10,15,0,150.0,2,6.0,1,0
26,33128.0,18771.0,60,663,13,6,4,45.0,1,7.0,2,0
32,28176.0,26373.0,60,844,6,5,1,68.0,0,5.0,2,1
45,35723.0,22101.0,60,555,9,8,2,76.0,0,5.0,2,0
34,52682.0,11900.0,36,850,7,2,4,29.0,1,5.0,2,0
39,19353.0,15997.0,60,623,7,6,7,50.0,1,6.0,1,0
39,29428.0,11311.0,60,731,6,1,3,125.0,1,6.0,2,0
50,49217.0,3568.0,36,472,5,10,2,150.0,1,5.0,2,0
48,41087.0,7679.0,36,516,1,5,2,115.0,1,5.0,1,0
19,51548.0,500.0,36,655,1,9,1,150.0,1,7.0,1,0
34,18187.0,32660.0,60,514,2,2,2,101.0,0,7.0,2,0
52,20601.0,11018.0,60,537,1,1,1,150.0,1,6.0,2,0
62,43298.0,14988.0,36,454,0,9,2,9.0,1,6.0,1,0
35,91690.0,21172.0,36,541,3,15,5,115.0,3,4.0,1,0
46,24006.0,1948.0,60,750,16,6,1,150.0,1,5.0,1,0
29,60815.0,14078.0,36,420,8,3,4,51.0,2,4.0,1,0
38,47069.0,9985.0,60,752,6,5,4,150.0,0,7.0,1,0
34,96056.0,19944.0,36,411,8,18,4,150.0,2,6.0,2,0
50,39446.0,12973.0,36,739,15,5,4,150.0,0,7.0,2,0
58,26402.0,23494.0,36,362,11,8,4,88.0,1,7.0,2,0
27,69864.0,13923.0,60,343,4,6,4,0.0,2,6.0,2,0
40,29600.0,23205.0,36,642,20,8,2,150.0,1,8.0,2,0
37,31246.0,17032.0,72,761,18,11,9,150.0,0,4.0,1,0
50,68901.0,17773.0,36,634,7,12,7,4.0,1,4.0,2,0
33,38923.0,24674.0,36,569,9,6,1,150.0,1,7.0,2,0
37,26338.0,19550.0,36,694,3,4,3,150.0,0,7.0,0,1
50,66736.0,10122.0,36,527,2,10,3,83.0,2,5.0,1,0
26,25859.0,7310.0,36,667,14,3,2,150.0,1,5.0,1,0
44,16922.0,46611.0,60,455,10,6,4,150.0,1,9.0,2,0
41,29027.0,29360.0,60,605,5,8,0,150.0,1,7.0,1,0
46,70743.0,2596.0,36,806,10,4,5,150.0,1,6.0,1,0
35,32111.0,39404.0,60,767,11,15,6,150.0,0,6.0,1,0
34,51217.0,11809.0,36,738,12,5,4,59.0,0,7.0,1,0
42,26686.0,18487.0,60,597,13,13,3,150.0,1,4.0,1,1
27,64048.0,12205.0,36,372,0,7,1,2.0,2,5.0,2,0
47,37329.0,7117.0,36,467,0,0,1,150.0,0,4.0,2,0
24,28548.0,22139.0,36,549,9,3,0,150.0,0,5.0,1,0
35,11345.0,2087.0,36,584,11,12,0,150.0,1,5.0,1,1
47,30310.0,27227.0,36,404,2,6,0,47.0,0,7.0,2,0
44,44915.0,11246.0,60,485,5,7,1,150.0,1,6.0,1,0
57,41557.0,1361.0,36,491,0,6,2,47.0,0,6.0,1,0
34,20790.0,17711.0,36,666,3,0,5,110.0,1,5.0,1,0
26,56012.0,12716.0,60,604,4,2,5,128.0,1,4.0,1,1
40,73922.0,13634.0,60,596,19,3,5,50.0,3,7.0,2,0
36,37681.0,17274.0,60,691,5,3,0,41.0,1,8.0,1,0
51,52111.0,26156.0,36,487,0,11,2,47.0,1,6.0,1,0
32,80977.0,7001.0,60,682,2,1,10,150.0,2,6.0,1,0
18,34849.0,25208.0,60,509,3,5,2,99.0,1,5.0,2,0
43,48994.0,5549.0,36,758,7,2,3,4.0,1,7.0,2,0
36,51730.0,4897.0,36,448,1,5,3,150.0,2,3.0,1,0
63,21375.0,9058.0,36,746,3,3,1,150.0,1,6.0,2,0
47,33451.0,1127.0,60,474,1,2,1,74.0,0,5.0,2,0
47,29178.0,2851.0,36,456,1,1,1,11.0,0,5.0,1,0
29,56564.0,16152.0,36,747,10,5,4,150.0,1,6.0,1,0
46,40778.0,3420.0,72,637,7,9,6,13.0,0,5.0,1,0
42,32153.0,2142.0,36,759,8,2,0,17.0,1,7.0,1,0
38,27584.0,20432.0,36,765,4,1,0,150.0,0,5.0,1,1
51,22678.0,7920.0,60,582,6,1,2,111.0,1,6.0,1,0
32,29335.0,19578.0,60,663,6,6,6,93.0,0,5.0,2,0
59,22606.0,1815.0,36,843,12,12,4,53.0,1,7.0,1,0
41,40613.0,6093.0,60,457,4,5,2,117.0,1,5.0,1,0
38,63708.0,15470.0,60,847,0,4,7,20.0,0,5.0,1,0
37,23769.0,6296.0,60,746,8,12,0,29.0,0,3.0,2,1
47,46070.0,18918.0,36,370,3,5,2,9.0,1,6.0,2,0
52,15509.0,500.0,60,831,4,7,5,74.0,2,5.0,1,1
43,32790.0,616.0,60,804,13,7,0,150.0,1,6.0,1,0
56,23487.0,9142.0,36,621,12,4,4,150.0,1,5.0,2,0
43,69373.0,7529.0,60,516,5,9,5,115.0,3,4.0,2,0
36,47955.0,17698.0,36,818,20,7,3,150.0,1,5.0,1,0
26,45619.0,20520.0,60,776,1,2,7,150.0,0,6.0,1,0
43,31803.0,36131.0,60,557,4,10,2,150.0,1,7.0,1,0
37,38822.0,22504.0,36,658,12,12,5,67.0,0,6.0,1,0
47,21637.0,19457.0,36,534,2,6,1,150.0,0,8.0,1,0
37,52224.0,20598.0,36,361,0,9,1,17.0,2,6.0,1,0
57,47239.0,12193.0,60,689,4,1,3,150.0,1,6.0,2,0
43,40228.0,18681.0,60,550,15,4,5,39.0,2,8.0,1,0
39,48809.0,11910.0,60,697,2,4,3,150.0,1,6.0,2,0
48,65957.0,36168.0,60,422,0,13,0,51.0,2,7.0,1,0
53,52704.0,7269.0,36,347,7,5,0,52.0,2,5.0,2,0
41,38650.0,7723.0,36,514,8,2,1,150.0,0,4.0,1,0
26,59449.0,500.0,36,833,2,10,3,150.0,0,7.0,1,1
40,50829.0,37489.0,36,534,11,10,2,150.0,1,5.0,1,0
39,47415.0,8195.0,36,850,15,14,8,150.0,0,6.0,1,0
48,29935.0,7428.0,36,715,1,0,0,150.0,0,5.0,2,1
43,17799.0,568.0,60,738,10,8,1,150.0,1,5.0,1,1
30,25228.0,19737.0,36,653,1,6,3,150.0,1,7.0,1,0
42,30328.0,8537.0,36,659,7,1,4,150.0,0,8.0,1,0
59,44985.0,5334.0,60,458,1,6,3,139.0,1,5.0,2,0
42,32113.0,23387.0,60,850,7,1,5,150.0,1,5.0,2,1
33,25302.0,19765.0,36,456,21,1,2,128.0,1,10.0,1,0
39,32012.0,31064.0,60,757,16,7,0,150.0,0,7.0,1,0
35,61031.0,15116.0,36,300,7,3,5,150.0,2,7.0,1,0
40,46670.0,3920.0,36,504,4,4,5,139.0,2,3.0,2,0
40,55910.0,8580.0,60,655,1,7,1,137.0,1,7.0,2,0
40,81467.0,32764.0,36,467,7,11,0,150.0,3,4.0,1,0
32,48040.0,4962.0,60,647,9,1,1,107.0,1,7.0,2,0
33,19269.0,50000.0,36,395,6,13,5,85.0,1,8.0,1,0
35,21579.0,8623.0,36,850,1,5,8,150.0,3,4.0,2,1
18,44058.0,23448.0,36,646,7,15,8,82.0,1,5.0,1,0
49,46473.0,7271.0,60,499,5,6,4,150.0,1,4.0,2,0
42,41477.0,11546.0,36,395,7,7,3,104.0,1,6.0,1,0
37,26237.0,500.0,60,602,6,2,5,150.0,1,4.0,1,0
40,34549.0,17274.0,36,669,16,9,6,150.0,0,4.0,2,0
43,55535.0,11801.0,36,582,11,1,3,87.0,2,7.0,1,0
41,40938.0,13220.0,36,661,6,6,0,100.0,0,5.0,1,0
48,82566.0,12261.0,60,670,3,4,6,62.0,2,5.0,2,0
39,46108.0,11469.0,36,745,8,1,2,150.0,0,7.0,2,0
33,84978.0,6423.0,36,496,12,10,1,150.0,2,3.0,1,0
49,25641.0,16149.0,36,525,1,4,1,150.0,1,7.0,1,0
42,19919.0,24300.0,60,432,5,6,3,150.0,0,5.0,2,0
35,33413.0,5517.0,36,738,3,1,1,6.0,0,7.0,1,0
30,44402.0,16490.0,36,414,3,7,2,144.0,1,7.0,1,0
37,36549.0,9787.0,36,648,8,3,4,94.0,1,7.0,2,0
59,43467.0,2875.0,60,563,2,4,2,58.0,0,5.0,2,0
34,33137.0,20933.0,60,357,13,3,1,150.0,1,5.0,2,0
35,72292.0,29857.0,60,641,6,5,6,150.0,1,4.0,1,1
41,29723.0,28100.0,60,844,4,4,2,150.0,2,8.0,1,0
23,21526.0,1346.0,36,594,14,1,1,150.0,1,4.0,2,0
46,49732.0,6601.0,36,632,0,2,4,150.0,2,6.0,2,0
35,58084.0,15488.0,36,703,16,15,6,15.0,1,4.0,1,0
34,27453.0,35875.0,36,448,2,2,4,98.0,0,6.0,2,0
34,30917.0,13005.0,72,602,8,6,5,103.0,0,4.0,1,0
25,57972.0,22779.0,36,317,9,6,2,32.0,2,6.0,1,0
49,50919.0,12189.0,60,850,13,10,2,150.0,1,6.0,2,0
44,15068.0,22466.0,60,553,2,5,4,150.0,1,9.0,2,0
35,29554.0,14895.0,36,488,5,4,1,150.0,0,6.0,1,0
38,40302.0,12082.0,36,850,3,1,1,87.0,1,6.0,2,1
35,38489.0,2249.0,60,479,9,2,1,150.0,0,5.0,1,0
27,67981.0,33501.0,60,447,2,11,2,150.0,2,6.0,2,0
19,29445.0,1065.0,36,455,6,2,1,91.0,1,5.0,1,0
57,23701.0,3192.0,60,723,1,5,0,150.0,0,3.0,1,1
49,31193.0,13371.0,36,750,14,3,1,71.0,1,7.0,2,0
44,25630.0,4430.0,36,766,4,0,2,150.0,1,7.0,0,0
29,46995.0,2180.0,36,830,15,9,1,115.0,1,5.0,2,0
50,39612.0,8237.0,36,686,4,0,3,150.0,0,7.0,1,0
40,30553.0,42132.0,72,470,5,10,2,150.0,2,8.0,2,0
19,39067.0,6220.0,60,557,12,1,0,150.0,0,4.0,2,0
59,34582.0,7758.0,72,599,5,4,4,150.0,1,4.0,1,1
35,59804.0,13191.0,72,553,4,8,2,150.0,1,5.0,1,0
42,42987.0,744.0,60,528,4,2,0,150.0,0,4.0,1,0
47,10228.0,4319.0,36,541,9,13,3,136.0,0,4.0,1,1
23,15612.0,17909.0,36,701,0,3,6,38.0,1,3.0,1,1
37,43606.0,23987.0,36,657,13,8,4,150.0,1,4.0,2,0
22,13468.0,16553.0,36,523,2,0,6,150.0,2,4.0,1,1
40,33650.0,15683.0,36,643,9,7,2,150.0,0,5.0,2,0
34,44541.0,19033.0,60,525,8,7,0,150.0,1,5.0,1,0
26,24427.0,30383.0,36,549,7,9,1,150.0,1,7.0,1,0
42,16200.0,20668.0,60,798,9,3,4,65.0,2,7.0,1,0
40,25590.0,14013.0,72,628,11,5,4,134.0,1,4.0,1,0
41,26839.0,898.0,60,732,6,7,1,150.0,1,4.0,2,1
48,41400.0,8660.0,36,462,7,2,2,150.0,1,4.0,2,0
44,31768.0,10561.0,36,560,1,1,4,150.0,1,5.0,1,1
28,39668.0,31638.0,60,455,18,0,3,150.0,3,8.0,1,0
41,35822.0,20346.0,36,615,12,10,5,42.0,0,5.0,1,0
23,49499.0,41897.0,60,452,1,8,3,28.0,3,7.0,2,0
35,99387.0,35695.0,36,417,5,20,3,18.0,3,6.0,1,0
38,33160.0,28840.0,60,839,6,1,3,150.0,2,7.0,2,0
48,17712.0,17931.0,36,399,3,13,9,150.0,2,7.0,2,0
32,30445.0,13189.0,36,746,13,10,6,84.0,1,6.0,1,0
26,40383.0,10281.0,36,663,12,6,4,150.0,0,4.0,2,0
32,49659.0,6703.0,36,357,4,3,0,150.0,2,4.0,2,0
52,83198.0,3686.0,60,495,3,13,5,150.0,3,5.0,2,0
42,59229.0,16419.0,60,850,3,5,4,150.0,1,4.0,2,1
54,25297.0,15396.0,60,645,4,2,6,150.0,0,4.0,2,0
47,58927.0,15876.0,36,850,2,6,6,150.0,1,4.0,2,0
62,20969.0,11991.0,36,633,21,5,4,105.0,1,10.0,2,0
35,31471.0,23962.0,60,556,17,2,2,150.0,1,8.0,2,0
32,30410.0,16936.0,36,499,13,3,2,142.0,1,8.0,2,0
50,63724.0,17799.0,36,544,8,8,3,150.0,2,3.0,2,0
61,31500.0,28065.0,36,707,1,3,2,93.0,0,7.0,1,0
39,48017.0,35526.0,36,837,2,4,1,8.0,1,5.0,1,1
46,34389.0,500.0,36,461,0,0,1,101.0,0,5.0,1,0
52,19413.0,19328.0,60,494,6,9,1,25.0,1,5.0,1,0
37,55993.0,1649.0,36,695,6,9,1,150.0,1,6.0,1,0
25,26789.0,17519.0,60,737,2,2,1,5.0,1,7.0,2,0
49,30077.0,2622.0,36,626,5,4,2,137.0,0,5.0,2,0
44,36438.0,20709.0,36,658,9,7,0,44.0,0,6.0,2,0
46,35336.0,10329.0,36,542,9,5,2,150.0,0,5.0,2,0
36,29522.0,24604.0,36,677,9,10,3,150.0,1,4.0,2,1
51,32364.0,7131.0,36,550,1,1,2,2.0,0,5.0,1,0
54,50580.0,8000.0,36,518,6,7,4,150.0,0,5.0,2,0
37,24265.0,20255.0,36,538,1,1,1,10.0,0,5.0,2,0
21,43674.0,14178.0,36,609,1,1,6,150.0,1,6.0,2,0
31,59063.0,25872.0,36,394,1,8,1,150.0,2,6.0,1,0
45,21785.0,11418.0,60,417,7,0,0,134.0,0,7.0,1,0
31,25818.0,20807.0,60,513,3,3,2,149.0,1,8.0,1,0
41,18357.0,500.0,60,688,12,2,5,150.0,2,5.0,1,0
40,59602.0,4424.0,36,727,6,0,2,115.0,1,7.0,2,0
33,42302.0,1409.0,36,783,6,1,1,150.0,1,6.0,2,0
55,66440.0,17777.0,36,300,2,8,1,53.0,3,5.0,1,0
22,36030.0,25692.0,60,565,4,6,0,150.0,2,7.0,2,0
48,31805.0,4887.0,36,730,2,2,0,53.0,0,7.0,1,1
49,64560.0,16350.0,36,642,14,10,6,150.0,0,3.0,2,0
40,128737.0,8948.0,72,405,1,14,0,148.0,3,5.0,1,0
47,38389.0,18263.0,60,555,1,10,3,150.0,0,7.0,2,0
42,63174.0,17049.0,60,435,1,12,4,19.0,2,5.0,1,0
18,52230.0,13812.0,36,410,0,4,0,150.0,1,4.0,1,0
47,8513.0,7794.0,36,646,8,8,9,51.0,1,5.0,1,1
44,35879.0,18751.0,36,634,3,1,3,150.0,1,6.0,1,0
51,37424.0,3037.0,36,435,6,3,2,150.0,0,7.0,1,0
47,30581.0,4759.0,36,411,0,2,4,150.0,0,6.0,1,0
40,38026.0,8136.0,60,703,16,8,0,150.0,0,8.0,2,0
49,46050.0,21412.0,60,381,4,3,2,150.0,1,4.0,1,0
45,32413.0,18756.0,36,757,13,8,4,66.0,1,5.0,1,0
39,28278.0,3137.0,36,782,5,5,1,150.0,0,5.0,2,1
29,20625.0,11834.0,36,772,3,1,0,150.0,1,6.0,1,0
37,104855.0,31347.0,36,850,11,13,10,150.0,1,6.0,1,0
33,34381.0,4381.0,36,705,1,7,0,150.0,0,7.0,1,0
32,53209.0,25792.0,36,483,9,13,3,150.0,1,6.0,1,0
